中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,816 Mbps,104448 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,17 ms,7 Mbps,971 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,300 Mbps,38400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,448 Mbps,57344 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,416 Mbps,53248 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,50 ms,317 Mbps,40652 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,480 Mbps,61542 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,53 ms,476 Mbps,61030 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,51 Mbps,6630 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,261 Mbps,33484 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,209 Mbps,26828 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,46 Mbps,5910 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,201 Mbps,25804 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,179 Mbps,22937 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,45 Mbps,5766 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,41 Mbps,5327 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,40 Mbps,5171 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,169 ms,97 Mbps,12492 kB/s
